,país,gênero,altura,peso,comida fav.,programa fav.,esporte fav.
1893,EUA,F,184,90,Clam Chowder,Chicago Fire,Luta Livre
1894,Brasil,M,184,125,Arroz Trop.,Jaspion,Vôlei
1895,EUA,M,192,105,Bagel,Friends,Vôlei
1896,EUA,M,184,95,Bagel,Chicago Fire,Natação
1897,Brasil,M,184,105,Churrasco,A Usurpadora,Boxe
1898,Brasil,M,168,90,Bagel,A Casa de Papel,Boxe
1899,EUA,F,200,105,Churrasco,Narcos,Basquete
1900,Brasil,M,188,100,Arroz Trop.,Friends,Atletismo
1901,Brasil,M,180,110,Hummus,Narcos,Vôlei
1902,Brasil,F,180,85,Vatapá,Narcos,Atletismo
1903,EUA,M,184,105,Pizza,Friends,Basquete
1904,EUA,M,172,90,Arroz Trop.,Law and Order,Basebol
1905,Brasil,M,180,80,Hamburguer,A Usurpadora,Atletismo
1906,EUA,M,204,115,Hamburguer,Family Feud,Basquete
1907,EUA,M,184,95,Churrasco,A Casa de Papel,Boxe
1908,Brasil,F,200,95,Hamburguer,Family Feud,Natação
1909,Brasil,M,188,100,Feijoada,Chaves,Boxe
1910,Brasil,F,204,85,Feijoada,A Casa de Papel,Boxe
1911,EUA,M,200,120,Tacos,Jaspion,Luta Livre
1912,EUA,M,188,100,Clam Chowder,Jaspion,Boxe
1913,Brasil,F,192,65,Pizza,Jaspion,Natação
1914,Brasil,M,200,90,Hamburguer,Friends,Natação
1915,Brasil,F,180,100,Churrasco,Law and Order,Boliche
1916,Brasil,M,188,80,Hamburguer,Law and Order,Vôlei
1917,Brasil,F,196,85,Churrasco,Chicago Fire,Boliche
1918,Brasil,F,180,85,Acarajé,A Casa de Papel,Natação
1919,EUA,M,192,80,Tacos,Law and Order,Basebol
1920,EUA,F,180,105,Pizza,Friends,Boxe
1921,EUA,F,196,105,Pizza,Chicago Fire,Boliche
1922,Brasil,M,200,85,Hamburguer,Narcos,Natação
1923,EUA,M,200,80,Clam Chowder,Chicago Fire,Boxe
1924,EUA,F,200,105,Tacos,Narcos,Atletismo
1925,EUA,F,180,70,Pizza,Friends,Natação
1926,EUA,F,192,90,Pizza,Chicago Fire,Luta Livre
1927,EUA,M,200,115,Churrasco,Family Feud,Natação
1928,EUA,M,196,85,Churrasco,Friends,Basquete
1929,Brasil,M,196,75,Pizza,Jaspion,Atletismo
1930,EUA,F,208,80,Clam Chowder,A Casa de Papel,Boxe
1931,Brasil,F,184,115,Churrasco,Friends,Boxe
1932,EUA,F,188,80,Hamburguer,Chicago Fire,Natação
1933,EUA,M,200,95,Churrasco,Family Feud,Futebol
1934,EUA,F,192,90,Pizza,WWE Smackdown,Boliche
1935,Brasil,F,188,110,Hummus,Friends,Boxe
1936,Brasil,M,172,95,Pizza,Chicago Fire,Basquete
1937,EUA,M,188,90,Torta de Maçã,WWE Smackdown,Natação
1938,EUA,F,172,75,Churrasco,Chicago Fire,Atletismo
1939,EUA,F,192,95,Feijoada,A Usurpadora,Boxe
1940,EUA,M,184,105,Pizza,Jeopardy,Atletismo
1941,Brasil,F,196,80,Hummus,Chicago Fire,Basebol
1942,Brasil,F,200,105,Vatapá,Jeopardy,Boliche
1943,Brasil,M,192,80,Churrasco,A Casa de Papel,Futebol Am.
1944,Brasil,F,176,65,Clam Chowder,Friends,Boxe
1945,Brasil,M,208,110,Hummus,A Usurpadora,Boxe
1946,EUA,F,208,70,Bagel,Chaves,Boxe
1947,EUA,F,172,80,Tacos,Narcos,Basquete
1948,Brasil,M,188,110,Hamburguer,Law and Order,Basebol
1949,EUA,F,176,80,Arroz Trop.,Jeopardy,Luta Livre
1950,Brasil,F,184,75,Feijoada,Friends,Boliche
1951,Brasil,F,188,90,Churrasco,A Casa de Papel,Basquete
1952,EUA,F,176,125,Bagel,Jeopardy,Vôlei
1953,Brasil,M,172,105,Feijoada,Chicago Fire,MMA
1954,Brasil,M,188,105,Hamburguer,Narcos,Boxe
1955,EUA,M,204,100,Hamburguer,A Casa de Papel,Natação
1956,EUA,M,184,80,Clam Chowder,Law and Order,Futebol Am.
1957,Brasil,F,176,105,Churrasco,A Usurpadora,Basebol
1958,EUA,F,184,85,Feijoada,WWE Smackdown,Futebol Am.
1959,Brasil,M,180,70,Churrasco,A Casa de Papel,Futebol
1960,EUA,M,192,75,Clam Chowder,A Casa de Papel,MMA
1961,EUA,M,192,105,Clam Chowder,Friends,Luta Livre
1962,Brasil,F,188,80,Arroz Trop.,Jaspion,Natação
1963,Brasil,F,188,80,Acarajé,Chicago Fire,Natação
1964,EUA,F,184,115,Churrasco,A Usurpadora,Boxe
1965,Brasil,M,188,95,Clam Chowder,Jeopardy,Futebol
1966,EUA,F,180,90,Churrasco,Law and Order,Basebol
1967,EUA,M,184,90,Churrasco,Chicago Fire,Esqui
1968,Brasil,M,196,115,Feijoada,Friends,MMA
1969,EUA,F,196,75,Churrasco,WWE Smackdown,Futebol Am.
1970,Brasil,F,192,65,Vatapá,Narcos,Futebol
1971,Brasil,F,180,85,Acarajé,Friends,Basquete
1972,Brasil,F,192,105,Acarajé,Jaspion,Boxe
1973,Brasil,F,196,100,Feijoada,Narcos,Boxe
1974,Brasil,M,180,85,Hummus,Jeopardy,Natação
1975,Brasil,F,172,115,Churrasco,WWE Smackdown,Atletismo
1976,EUA,M,192,95,Churrasco,Law and Order,Basquete
1977,EUA,M,188,105,Torta de Maçã,A Casa de Papel,Futebol Am.
1978,EUA,F,180,100,Churrasco,Narcos,Boxe
1979,EUA,M,188,110,Bagel,Narcos,Atletismo
1980,Brasil,F,176,80,Bagel,Friends,Futebol
1981,EUA,F,172,110,Bagel,Law and Order,Boxe
1982,Brasil,M,184,70,Pizza,Friends,Futebol Am.
1983,Brasil,M,184,100,Feijoada,Jaspion,Esqui
1984,Brasil,F,164,105,Acarajé,Narcos,Boxe
1985,EUA,M,180,105,Torta de Maçã,WWE Smackdown,Boxe
1986,Brasil,M,192,85,Hummus,WWE Smackdown,Natação
1987,EUA,M,192,90,Bagel,A Usurpadora,MMA
1988,Brasil,M,188,80,Feijoada,Jeopardy,Atletismo
1989,Brasil,M,192,110,Churrasco,Friends,Atletismo
1990,EUA,M,180,80,Clam Chowder,Jaspion,Boxe
1991,Brasil,F,196,90,Pizza,Law and Order,Boliche
1992,Brasil,F,184,95,Pizza,A Usurpadora,Atletismo
1993,EUA,M,200,80,Feijoada,A Casa de Papel,Natação
1994,EUA,M,192,105,Clam Chowder,Law and Order,Basebol
1995,Brasil,M,192,90,Pizza,A Grande Família,Natação
1996,Brasil,M,208,90,Hamburguer,Chicago Fire,Basquete
1997,EUA,M,172,110,Clam Chowder,Chaves,Boxe
1998,Brasil,F,204,100,Arroz Trop.,Narcos,Futebol
1999,EUA,F,192,100,Pizza,WWE Smackdown,MMA
2000,Brasil,M,192,65,Hamburguer,Narcos,Natação
2001,EUA,M,188,110,Clam Chowder,Family Feud,Basebol
2002,EUA,M,184,105,Pizza,Chicago Fire,Luta Livre
2003,EUA,M,188,90,Tacos,WWE Smackdown,Atletismo
2004,EUA,F,204,115,Pizza,Law and Order,Futebol Am.
2005,Brasil,F,176,75,Hummus,Narcos,Basquete
2006,EUA,F,188,75,Clam Chowder,Narcos,Boxe
2007,Brasil,F,192,110,Churrasco,Friends,Basquete
2008,Brasil,M,200,80,Feijoada,Jaspion,MMA
2009,EUA,M,180,95,Clam Chowder,Law and Order,Luta Livre
2010,Brasil,F,172,65,Churrasco,WWE Smackdown,Natação
2011,Brasil,F,200,90,Hamburguer,A Casa de Papel,Vôlei
2012,Brasil,F,188,90,Churrasco,Jaspion,Natação
2013,EUA,F,192,70,Pizza,A Casa de Papel,Basquete
2014,Brasil,F,180,65,Tacos,Law and Order,Futebol
2015,EUA,M,200,100,Pizza,A Casa de Papel,Basquete
2016,EUA,F,168,70,Bagel,WWE Smackdown,Luta Livre
2017,Brasil,M,176,100,Clam Chowder,A Usurpadora,Boxe
2018,EUA,M,176,100,Tacos,Family Feud,Boxe
2019,Brasil,M,188,70,Hamburguer,A Casa de Papel,Natação
2020,Brasil,M,204,75,Pizza,A Casa de Papel,Basquete
2021,EUA,F,172,95,Tacos,A Casa de Papel,Futebol Am.
2022,Brasil,F,196,100,Clam Chowder,Law and Order,Atletismo
2023,Brasil,F,200,65,Pizza,Narcos,Futebol
2024,EUA,F,184,105,Churrasco,Chicago Fire,Futebol Am.
2025,EUA,F,176,100,Tacos,Law and Order,Atletismo
2026,EUA,F,184,100,Bagel,Friends,Luta Livre
2027,EUA,M,188,115,Bagel,Law and Order,Natação
2028,Brasil,F,180,95,Hummus,Jeopardy,Atletismo
2029,Brasil,M,196,95,Pizza,A Grande Família,Atletismo
2030,Brasil,M,176,95,Tacos,Chicago Fire,Boliche
2031,EUA,M,200,70,Pizza,Narcos,Basebol
2032,Brasil,M,184,85,Churrasco,A Casa de Papel,Futebol Am.
2033,EUA,M,192,95,Feijoada,Chicago Fire,Atletismo
2034,Brasil,M,184,95,Arroz Trop.,Law and Order,Futebol
2035,Brasil,F,188,80,Arroz Trop.,Law and Order,Boliche
2036,EUA,M,176,75,Pizza,Narcos,Boliche
2037,Brasil,M,180,100,Acarajé,A Casa de Papel,Boxe
2038,Brasil,F,168,90,Hummus,Law and Order,Futebol
2039,Brasil,F,168,80,Hummus,Narcos,Atletismo
2040,Brasil,F,184,85,Arroz Trop.,Narcos,Futebol
2041,EUA,M,180,100,Tacos,WWE Smackdown,Futebol Am.
2042,EUA,F,184,95,Hamburguer,Chicago Fire,Boliche
2043,Brasil,M,176,70,Hamburguer,Chicago Fire,Atletismo
2044,Brasil,M,188,70,Acarajé,Jeopardy,Vôlei
2045,Brasil,M,192,85,Hummus,A Usurpadora,Basquete
2046,EUA,M,204,110,Hummus,A Casa de Papel,Basquete
2047,Brasil,F,176,70,Churrasco,Friends,MMA
2048,Brasil,M,208,80,Churrasco,Law and Order,Futebol Am.
2049,Brasil,F,176,95,Hummus,A Casa de Papel,Basebol
2050,EUA,M,188,100,Pizza,Narcos,Boliche
2051,EUA,F,172,105,Clam Chowder,A Casa de Papel,Futebol Am.
2052,EUA,M,188,95,Arroz Trop.,Chicago Fire,Natação
2053,EUA,M,196,95,Torta de Maçã,Chicago Fire,Boxe
2054,EUA,F,204,120,Clam Chowder,WWE Smackdown,Boliche
2055,EUA,F,172,110,Hamburguer,WWE Smackdown,Esqui
2056,EUA,M,188,85,Hamburguer,A Usurpadora,Futebol Am.
2057,EUA,M,180,105,Churrasco,Narcos,Basebol
2058,Brasil,M,176,85,Churrasco,Friends,Natação
2059,EUA,M,184,90,Acarajé,Jeopardy,Futebol Am.
2060,EUA,F,180,80,Acarajé,Law and Order,Futebol Am.
2061,EUA,F,200,95,Clam Chowder,A Casa de Papel,MMA
2062,Brasil,F,172,80,Churrasco,Jaspion,MMA
2063,EUA,M,180,100,Hummus,Jeopardy,Atletismo
2064,EUA,M,180,125,Hamburguer,Jeopardy,Luta Livre
2065,EUA,M,188,85,Acarajé,A Usurpadora,Luta Livre
2066,Brasil,M,196,90,Feijoada,Narcos,Basquete
2067,EUA,M,192,95,Clam Chowder,Chicago Fire,Boliche
2068,Brasil,F,192,80,Hamburguer,A Casa de Papel,Natação
2069,EUA,M,192,115,Hummus,Law and Order,Vôlei
2070,Brasil,M,196,95,Hamburguer,A Usurpadora,Luta Livre
2071,EUA,F,176,85,Feijoada,Family Feud,Basquete
2072,EUA,F,196,105,Pizza,A Usurpadora,Luta Livre
2073,Brasil,M,192,80,Acarajé,Friends,Basquete
2074,EUA,F,200,110,Hamburguer,Narcos,Boxe
2075,Brasil,F,172,95,Feijoada,Narcos,Basquete
2076,Brasil,F,180,70,Tacos,WWE Smackdown,MMA
2077,Brasil,F,200,95,Churrasco,WWE Smackdown,MMA
2078,EUA,M,200,80,Arroz Trop.,Narcos,Basebol
2079,Brasil,F,188,110,Pizza,Law and Order,Natação
2080,Brasil,F,192,75,Feijoada,WWE Smackdown,Futebol
2081,EUA,F,204,95,Hamburguer,WWE Smackdown,Boliche
2082,Brasil,M,184,85,Clam Chowder,A Usurpadora,Futebol
2083,EUA,M,176,125,Tacos,Law and Order,Basquete
2084,EUA,F,200,95,Feijoada,Narcos,Basebol
2085,EUA,M,200,105,Hamburguer,Narcos,Futebol Am.
2086,Brasil,F,192,95,Bagel,Friends,Boliche
2087,EUA,F,196,90,Tacos,Jaspion,Boxe
2088,Brasil,F,184,90,Pizza,WWE Smackdown,Atletismo
2089,Brasil,F,180,85,Hamburguer,Law and Order,Boxe
2090,Brasil,F,180,100,Churrasco,Family Feud,Futebol
2091,EUA,M,180,120,Churrasco,Friends,Basquete
2092,Brasil,F,208,85,Arroz Trop.,Chicago Fire,MMA
2093,Brasil,M,184,85,Pizza,Friends,Vôlei
2094,Brasil,F,208,95,Churrasco,A Usurpadora,Futebol de Salão
2095,EUA,F,172,95,Feijoada,Narcos,Basquete
2096,Brasil,F,180,105,Churrasco,Chicago Fire,Boxe
2097,Brasil,F,192,90,Churrasco,A Casa de Papel,MMA
2098,EUA,M,176,105,Bagel,Cops,Luta Livre
2099,EUA,M,208,115,Hummus,Friends,Boxe
2100,EUA,F,168,95,Clam Chowder,Family Feud,MMA
2101,EUA,F,172,90,Hamburguer,Friends,Boliche
2102,Brasil,M,184,75,Clam Chowder,Narcos,Futebol Am.
2103,Brasil,F,200,70,Arroz Trop.,WWE Smackdown,Atletismo
2104,EUA,M,168,110,Torta de Maçã,Law and Order,Futebol
2105,EUA,M,184,110,Clam Chowder,Friends,Atletismo
2106,Brasil,F,188,90,Hamburguer,Law and Order,Atletismo
2107,EUA,M,196,80,Hummus,A Usurpadora,Atletismo
2108,EUA,F,200,90,Pizza,Friends,Luta Livre
2109,EUA,M,200,85,Feijoada,Chicago Fire,Vôlei
2110,EUA,F,192,115,Bagel,A Usurpadora,Boliche
2111,Brasil,M,196,95,Clam Chowder,A Grande Família,MMA
2112,EUA,F,208,90,Churrasco,Chaves,Boliche
2113,Brasil,F,176,85,Feijoada,Jaspion,MMA
2114,Brasil,F,200,105,Arroz Trop.,Law and Order,Natação
2115,Brasil,M,184,110,Churrasco,Narcos,Basquete
2116,Brasil,F,200,90,Pizza,A Casa de Papel,Futebol
2117,Brasil,M,192,100,Hamburguer,Narcos,Basquete
2118,Brasil,M,184,90,Pizza,Friends,Boliche
2119,Brasil,F,184,60,Hamburguer,Friends,Boxe
2120,EUA,F,192,90,Arroz Trop.,Friends,Boliche
2121,Brasil,M,180,95,Hamburguer,Narcos,Futebol
2122,Brasil,M,204,80,Hummus,Narcos,Atletismo
2123,Brasil,F,200,100,Hummus,Chicago Fire,MMA
2124,Brasil,M,192,110,Churrasco,Narcos,Boliche
2125,EUA,F,172,110,Tacos,Family Feud,Boliche
2126,EUA,F,204,105,Clam Chowder,Law and Order,Basquete
2127,Brasil,M,196,90,Acarajé,Narcos,Basebol
2128,Brasil,F,192,90,Vatapá,Narcos,Futebol Am.
2129,EUA,M,196,105,Clam Chowder,Narcos,Natação
2130,Brasil,M,176,60,Bagel,A Casa de Papel,Vôlei
2131,EUA,M,176,95,Tacos,Friends,Natação
2132,EUA,F,196,90,Pizza,Friends,MMA
2133,Brasil,F,192,90,Churrasco,Law and Order,MMA
2134,EUA,M,192,105,Hamburguer,Jeopardy,Boxe
2135,EUA,F,188,100,Pizza,Narcos,Basebol
2136,EUA,F,192,110,Pizza,A Usurpadora,Boxe
2137,EUA,M,188,80,Feijoada,Jeopardy,Basquete
2138,Brasil,F,184,70,Feijoada,A Usurpadora,Luta Livre
2139,Brasil,M,180,75,Feijoada,Friends,Boxe
2140,Brasil,M,196,95,Acarajé,Friends,Basquete
2141,EUA,F,200,85,Acarajé,WWE Smackdown,Boxe
2142,EUA,F,196,105,Feijoada,Chicago Fire,Futebol Am.
2143,Brasil,M,200,95,Vatapá,Jaspion,Boliche
2144,Brasil,M,180,120,Pizza,Friends,MMA
2145,Brasil,M,180,85,Churrasco,Friends,Boxe
2146,Brasil,F,184,90,Pizza,A Usurpadora,Boxe
2147,EUA,M,184,115,Torta de Maçã,A Casa de Papel,Boliche
2148,EUA,M,196,90,Feijoada,Jaspion,Boxe
2149,Brasil,F,204,85,Churrasco,Narcos,Boliche
2150,EUA,M,192,105,Hummus,A Casa de Papel,Futebol Am.
2151,EUA,M,184,115,Bagel,Friends,Boxe
2152,Brasil,F,164,100,Churrasco,A Usurpadora,Basquete
2153,Brasil,M,192,95,Churrasco,Friends,Boliche
2154,Brasil,M,188,85,Hamburguer,Chicago Fire,Futebol
2155,EUA,M,196,100,Churrasco,Law and Order,Natação
2156,EUA,F,180,105,Bagel,Narcos,Natação
2157,Brasil,F,184,75,Pizza,Jaspion,Atletismo
2158,EUA,M,184,125,Clam Chowder,A Casa de Papel,Natação
2159,Brasil,M,200,110,Churrasco,Jaspion,Natação
2160,EUA,F,188,95,Hummus,A Casa de Papel,Basquete
2161,Brasil,M,184,75,Bagel,Family Feud,Basebol
2162,EUA,F,176,75,Churrasco,Chicago Fire,Natação
2163,Brasil,F,188,85,Feijoada,WWE Smackdown,Boxe
2164,EUA,F,188,100,Churrasco,Friends,MMA
2165,Brasil,M,196,70,Hamburguer,A Usurpadora,Atletismo
2166,EUA,M,204,105,Hamburguer,Jeopardy,Futebol Am.
2167,Brasil,F,180,65,Hamburguer,Friends,Natação
2168,EUA,F,188,95,Bagel,Law and Order,Atletismo
2169,EUA,M,184,110,Hummus,A Casa de Papel,Boxe
2170,EUA,F,168,110,Hamburguer,Family Feud,Natação
2171,EUA,M,192,100,Hummus,Narcos,Basquete
2172,EUA,F,184,90,Pizza,Narcos,Luta Livre
2173,Brasil,F,196,95,Tacos,Law and Order,Boxe
2174,EUA,F,184,85,Hamburguer,Family Feud,Atletismo
2175,Brasil,F,188,95,Churrasco,Narcos,MMA
2176,EUA,F,168,105,Churrasco,Law and Order,Luta Livre
2177,EUA,M,172,110,Tacos,Chicago Fire,Futebol Am.
2178,Brasil,F,200,95,Bagel,Jaspion,Vôlei
2179,EUA,F,196,90,Bagel,Friends,Basebol
2180,Brasil,M,204,100,Vatapá,WWE Smackdown,Boxe
2181,EUA,F,188,105,Hamburguer,A Usurpadora,Basquete
2182,EUA,F,188,105,Tacos,A Casa de Papel,Atletismo
2183,Brasil,F,196,80,Hamburguer,Friends,Boxe
2184,EUA,F,184,95,Arroz Trop.,Narcos,Vôlei
2185,Brasil,F,192,80,Churrasco,Friends,MMA
2186,EUA,F,192,65,Feijoada,Law and Order,MMA
2187,Brasil,M,180,90,Feijoada,Narcos,Natação
2188,EUA,M,188,100,Pizza,Friends,Vôlei
2189,Brasil,F,184,105,Arroz Trop.,Narcos,Basquete
2190,Brasil,F,172,85,Acarajé,A Usurpadora,MMA
2191,Brasil,F,192,95,Hamburguer,A Usurpadora,Atletismo
2192,EUA,M,204,120,Hamburguer,Narcos,Luta Livre
2193,EUA,F,196,100,Tacos,Family Feud,Basebol
2194,Brasil,M,188,115,Acarajé,Narcos,MMA
2195,Brasil,M,184,110,Vatapá,Law and Order,Basebol
2196,Brasil,F,200,85,Vatapá,Jeopardy,Vôlei
2197,Brasil,M,200,100,Clam Chowder,Jaspion,Vôlei
2198,Brasil,F,200,70,Arroz Trop.,Friends,MMA
2199,EUA,M,204,95,Churrasco,Narcos,Vôlei
2200,Brasil,M,192,85,Arroz Trop.,WWE Smackdown,Atletismo
2201,EUA,M,192,80,Hamburguer,Friends,Atletismo
2202,EUA,M,184,120,Pizza,Jeopardy,Boxe
2203,EUA,M,196,95,Feijoada,Friends,Boxe
2204,EUA,F,200,105,Pizza,A Usurpadora,Boxe
2205,EUA,M,176,75,Hamburguer,Narcos,Futebol
2206,Brasil,F,180,90,Hamburguer,Jaspion,Boxe
2207,Brasil,M,196,85,Pizza,Friends,Atletismo
2208,Brasil,F,192,90,Churrasco,A Grande Família,Atletismo
2209,EUA,F,204,100,Clam Chowder,A Casa de Papel,Natação
2210,Brasil,M,192,80,Pizza,Chicago Fire,Boliche
2211,EUA,F,192,120,Hummus,Family Feud,Futebol Am.
2212,EUA,M,180,105,Tacos,Friends,Basebol
2213,Brasil,F,184,75,Hamburguer,Law and Order,Natação
2214,Brasil,F,192,90,Churrasco,Law and Order,Boxe
2215,EUA,F,188,90,Bagel,WWE Smackdown,Boliche
2216,EUA,F,188,75,Hamburguer,Friends,Atletismo
2217,EUA,F,180,90,Churrasco,Law and Order,MMA
2218,EUA,M,180,90,Bagel,Friends,Natação
2219,EUA,M,188,95,Hummus,Narcos,Futebol Am.
2220,EUA,M,192,100,Churrasco,Jeopardy,Boxe
2221,Brasil,M,188,95,Feijoada,Chaves,Basquete
2222,Brasil,M,208,65,Arroz Trop.,Friends,Futebol Am.
2223,EUA,F,172,95,Churrasco,Jeopardy,Futebol
2224,Brasil,F,180,75,Churrasco,Friends,Boxe
2225,EUA,F,168,120,Clam Chowder,Law and Order,Futebol Am.
2226,EUA,M,208,95,Hamburguer,Law and Order,Boliche
2227,EUA,F,192,120,Hummus,Friends,Boliche
2228,EUA,M,188,105,Feijoada,A Casa de Papel,Atletismo
2229,Brasil,M,204,95,Tacos,Friends,MMA
2230,Brasil,M,200,90,Hamburguer,Law and Order,Futebol de Salão
2231,EUA,F,172,115,Tacos,Jaspion,Boliche
2232,Brasil,M,188,65,Pizza,Family Feud,Boxe
2233,Brasil,F,180,105,Feijoada,Law and Order,Natação
2234,Brasil,F,188,90,Acarajé,Law and Order,Natação
2235,EUA,F,200,75,Hamburguer,Law and Order,Basebol
2236,EUA,M,172,105,Bagel,Narcos,Futebol Am.
2237,EUA,F,176,85,Tacos,Friends,MMA
2238,EUA,F,180,80,Hamburguer,Jeopardy,Atletismo
2239,EUA,F,188,120,Acarajé,Narcos,Basquete
2240,EUA,F,184,90,Hummus,Friends,Luta Livre
2241,Brasil,F,172,95,Vatapá,Friends,Futebol
2242,Brasil,M,176,95,Acarajé,A Usurpadora,MMA
2243,Brasil,M,200,80,Clam Chowder,Law and Order,Futebol
2244,EUA,M,200,90,Tacos,Chicago Fire,Boliche
2245,EUA,M,204,110,Clam Chowder,Jeopardy,Basquete
2246,Brasil,F,188,75,Hamburguer,Narcos,Futebol
2247,Brasil,F,188,85,Churrasco,Law and Order,Basebol
2248,Brasil,M,196,85,Pizza,Jaspion,Natação
2249,Brasil,F,180,75,Churrasco,A Usurpadora,Boliche
2250,Brasil,M,180,110,Acarajé,Chaves,Atletismo
2251,EUA,M,188,95,Feijoada,Friends,Atletismo
2252,EUA,F,188,85,Tacos,Narcos,Boliche
2253,Brasil,F,196,80,Pizza,A Usurpadora,Futebol Am.
2254,EUA,F,184,120,Churrasco,WWE Smackdown,Futebol
2255,Brasil,F,204,75,Feijoada,Law and Order,Basquete
2256,EUA,M,200,100,Hummus,Chicago Fire,Natação
2257,EUA,F,192,95,Torta de Maçã,WWE Smackdown,Atletismo
2258,Brasil,M,176,75,Arroz Trop.,A Grande Família,Futebol Am.
2259,EUA,F,180,85,Pizza,Friends,Boxe
2260,EUA,M,184,115,Pizza,Law and Order,Natação
2261,Brasil,M,200,65,Arroz Trop.,Chaves,Basquete
2262,EUA,F,176,115,Hamburguer,A Casa de Papel,Boliche
2263,EUA,F,188,85,Hummus,Family Feud,Vôlei
2264,Brasil,M,204,105,Churrasco,Law and Order,Vôlei
2265,Brasil,F,176,90,Arroz Trop.,Chaves,Atletismo
2266,EUA,F,176,80,Pizza,Law and Order,Basquete
2267,EUA,F,168,105,Tacos,Law and Order,Natação
2268,Brasil,F,188,80,Arroz Trop.,A Casa de Papel,Atletismo
2269,EUA,M,204,100,Churrasco,Chicago Fire,Futebol
2270,EUA,F,184,100,Hummus,Family Feud,Basebol
2271,Brasil,M,196,65,Feijoada,Jaspion,Boxe
2272,Brasil,M,164,70,Feijoada,Narcos,Luta Livre
2273,Brasil,F,196,75,Pizza,A Casa de Papel,Futebol
2274,EUA,M,196,105,Feijoada,WWE Smackdown,Natação
2275,EUA,M,184,120,Arroz Trop.,Chicago Fire,Esqui
2276,EUA,M,184,100,Bagel,Chicago Fire,Boliche
2277,Brasil,M,184,75,Feijoada,A Usurpadora,Boliche
2278,Brasil,F,204,85,Bagel,Narcos,Basquete
2279,Brasil,M,192,105,Feijoada,A Casa de Papel,Boxe
2280,Brasil,M,200,100,Bagel,Law and Order,Vôlei
2281,Brasil,F,172,90,Arroz Trop.,Chicago Fire,Natação
2282,Brasil,M,180,90,Pizza,A Usurpadora,Natação
2283,EUA,M,172,110,Pizza,WWE Smackdown,Atletismo
2284,Brasil,F,180,75,Vatapá,Jaspion,Futebol
2285,EUA,M,172,95,Churrasco,WWE Smackdown,Atletismo
2286,EUA,M,180,95,Hamburguer,WWE Smackdown,Vôlei
2287,Brasil,F,196,85,Hamburguer,Narcos,Boxe
2288,Brasil,F,176,90,Hummus,Narcos,Atletismo
2289,Brasil,M,172,80,Feijoada,A Casa de Papel,Boxe
2290,Brasil,F,200,95,Churrasco,Chaves,Boliche
2291,EUA,F,200,85,Hamburguer,Law and Order,Boliche
2292,EUA,M,180,85,Hamburguer,WWE Smackdown,Futebol
2293,Brasil,M,176,90,Bagel,Chicago Fire,Boliche
2294,EUA,F,176,85,Acarajé,Friends,Boxe
2295,Brasil,F,180,75,Hamburguer,Family Feud,Atletismo
2296,Brasil,M,184,65,Hummus,A Casa de Papel,Natação
2297,EUA,F,184,100,Pizza,Narcos,Boxe
2298,Brasil,F,192,100,Feijoada,Narcos,Natação
2299,EUA,M,172,100,Tacos,Friends,Futebol Am.
2300,EUA,M,192,85,Hamburguer,Chaves,Basebol
2301,Brasil,M,180,100,Hummus,Law and Order,Atletismo
2302,Brasil,M,168,95,Bagel,Jaspion,Futebol Am.
2303,EUA,F,168,105,Clam Chowder,Friends,Luta Livre
2304,Brasil,F,184,115,Feijoada,Jaspion,Futebol
2305,EUA,F,184,80,Feijoada,A Usurpadora,Basquete
2306,EUA,F,184,115,Hamburguer,Friends,Basquete
2307,EUA,M,196,65,Churrasco,Friends,Boxe
2308,Brasil,F,192,85,Churrasco,Narcos,Futebol
2309,Brasil,M,200,75,Arroz Trop.,Narcos,Futebol
2310,EUA,M,180,110,Hamburguer,Chicago Fire,Boliche
2311,EUA,M,200,105,Arroz Trop.,Narcos,Atletismo
2312,EUA,F,168,100,Tacos,Chicago Fire,Futebol Am.
2313,EUA,F,168,90,Feijoada,Friends,Natação
2314,Brasil,M,196,105,Churrasco,WWE Smackdown,Basquete
2315,Brasil,M,188,120,Acarajé,Friends,Atletismo
2316,Brasil,M,184,80,Pizza,Chaves,Basquete
2317,EUA,F,188,105,Churrasco,Jeopardy,Futebol
2318,EUA,M,208,110,Churrasco,Friends,Boliche
2319,Brasil,M,188,70,Arroz Trop.,Law and Order,Basebol
2320,Brasil,F,176,70,Acarajé,Narcos,Boxe
2321,Brasil,M,204,80,Hamburguer,A Usurpadora,Luta Livre
2322,EUA,F,192,95,Feijoada,Narcos,Basquete
2323,EUA,M,200,95,Hamburguer,Friends,Boxe
2324,EUA,F,184,80,Hamburguer,A Casa de Papel,Atletismo
2325,EUA,F,168,85,Hamburguer,A Usurpadora,Boxe
2326,Brasil,M,204,90,Hummus,A Casa de Papel,Basquete
2327,EUA,M,176,85,Pizza,Family Feud,Atletismo
2328,Brasil,M,184,80,Feijoada,Law and Order,Basquete
2329,Brasil,M,188,90,Hamburguer,Friends,Futebol
2330,EUA,M,184,80,Feijoada,Friends,Luta Livre
2331,Brasil,F,164,55,Feijoada,Narcos,Boxe
2332,EUA,M,184,100,Pizza,Jeopardy,Boliche
2333,EUA,M,208,95,Pizza,A Casa de Papel,Natação
2334,EUA,M,196,100,Pizza,Narcos,Basquete
2335,EUA,M,172,90,Arroz Trop.,A Casa de Papel,Basquete
